MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,PiecesParChambre,PopParLogement,Prix_reel,Prix_predit,Residus,Erreur_%
5.2533,40.0,4.07488986784141,1.118942731277533,371.0,1.6343612334801763,33.88,-118.41,3.641732283464567,227.0,5.00001,3.4757644766553213,1.5242455233446783,30.484849497194578
4.76,14.0,6.096666666666667,1.02,1951.0,3.2516666666666665,36.83,-121.37,5.977124183006536,600.0,2.16,2.312539974061636,-0.15253997406163577,-7.0620358361868405
1.3333,30.0,8.571428571428571,2.1587301587301586,122.0,1.9365079365079365,34.22,-115.52,3.9705882352941178,63.0,0.425,0.2890827619907128,0.13591723800928718,31.980526590420517
1.975,24.0,4.032418952618454,0.912718204488778,1416.0,3.5311720698254363,32.97,-115.52,4.418032786885246,401.0,0.664,0.48635675372409537,0.17764324627590466,26.753500945166365
3.8644,47.0,5.336898395721925,0.9679144385026738,1651.0,2.942959001782531,34.07,-118.16,5.513812154696133,561.0,2.415,2.2278633820779845,0.18713661792201552,7.748928278344327
5.1771,17.0,6.495180722891567,1.0674698795180724,2732.0,3.291566265060241,33.18,-117.03,6.084650112866817,830.0,2.128,2.2461025532452155,-0.11810255324521535,-5.549932013402977
4.2538,13.0,5.133645955451348,1.022274325908558,2560.0,3.0011723329425557,34.26,-118.4,5.021788990825688,853.0,1.543,2.1418737441953937,-0.5988737441953937,-38.812297096266605
4.0185,22.0,4.910979228486647,1.0207715133531157,1807.0,2.6810089020771515,33.83,-117.97,4.811046511627907,674.0,2.009,2.244366929326169,-0.23536692932616932,-11.715626148639588
5.2081,27.0,5.806779661016949,0.9559322033898305,761.0,2.5796610169491525,38.66,-121.31,6.074468085106383,295.0,1.364,1.966392504866647,-0.602392504866647,-44.16367337732016
4.2708,24.0,4.882943143812709,1.0050167224080269,1460.0,2.4414715719063547,34.31,-118.46,4.858569051580699,598.0,2.182,2.4273188487350197,-0.24531884873501975,-11.242843663383123
1.7675,26.0,3.8470926058865755,1.0825556353194543,1829.0,1.3129935391241925,33.77,-118.09,3.553713527851459,1393.0,0.613,2.2481985529003268,-1.6351985529003268,-266.753434404621
5.5208,33.0,6.833723653395785,1.0281030444964872,1085.0,2.540983606557377,38.51,-121.51,6.646924829157175,427.0,1.713,2.2944017069972062,-0.5814017069972062,-33.94055499108033
4.6172,24.0,5.46095717884131,1.0604534005037782,1050.0,2.6448362720403025,33.89,-117.82,5.149643705463184,396.99999999999994,2.383,2.3726018800266786,0.010398119973321407,0.4363457815074028
2.0139,17.0,3.642523364485981,1.0794392523364487,821.0,1.9182242990654206,32.76,-117.12,3.374458874458874,428.0,1.5,1.7575483554370592,-0.25754835543705923,-17.169890362470618
1.4375,52.0,4.0,1.296,456.0,1.824,38.58,-121.49,3.0864197530864197,250.0,1.688,1.293411565691713,0.39458843430828705,23.376092079874827
2.9437,27.0,4.920471281296024,1.0721649484536082,1762.0,2.5949926362297497,34.1,-117.89,4.589285714285714,679.0,1.804,1.7466507804489808,0.05734921955101924,3.1790033010542813
1.2679,30.0,4.607843137254902,1.0343137254901962,1071.0,5.25,33.94,-118.24,4.454976303317535,204.0,0.92,0.620542812074504,0.299457187925496,32.54969433972782
3.7212,26.0,5.07088122605364,1.0268199233716475,1422.0,2.7241379310344827,37.69,-121.75,4.938432835820896,522.0,1.838,2.067203249127246,-0.229203249127246,-12.470252944899128
4.6786,52.0,4.642228739002933,1.0175953079178885,935.0,2.7419354838709675,37.73,-122.43,4.561959654178675,341.0,2.632,3.0578089695758166,-0.4258089695758165,-16.178152339506706
5.196,4.0,6.281354515050167,1.0936454849498327,7560.0,3.160535117056856,32.92,-117.18,5.743501529051988,2392.0,2.107,2.480779907851442,-0.3737799078514419,-17.739910197030937
1.8993,17.0,4.699367088607595,1.0917721518987342,823.0,2.6044303797468356,40.95,-124.1,4.304347826086956,316.0,0.784,0.8783102766281772,-0.09431027662817715,-12.029372018900146
5.7268,23.0,6.009009009009009,1.027027027027027,1560.0,2.810810810810811,33.99,-117.97,5.850877192982457,555.0,3.003,2.7465420469672353,0.25645795303276486,8.540058376049446
3.089,18.0,3.9971264367816093,1.0816091954022988,2803.0,1.610919540229885,38.58,-121.41,3.695536663124336,1740.0,1.414,2.0882942471140993,-0.6742942471140994,-47.68700474640024
3.3348,52.0,4.929133858267717,1.031496062992126,722.0,1.89501312335958,38.56,-121.46,4.778625954198474,381.0,1.228,1.9019401665035147,-0.6739401665035147,-54.881121050774816
2.3971,35.0,3.7774294670846396,1.0344827586206897,583.0,1.8275862068965518,34.09,-117.89,3.6515151515151514,319.0,1.889,1.8353949043019355,0.05360509569806449,2.8377499046090255
3.1736,26.0,5.392361111111111,1.046875,1396.0,2.423611111111111,34.17,-117.28,5.150912106135986,576.0,1.222,1.504165839382999,-0.2821658393829991,-23.09049422119469
3.934,18.0,5.268156424581005,1.1899441340782122,544.0,3.0391061452513966,37.03,-121.79,4.427230046948357,179.0,2.286,2.35017933901257,-0.06417933901256978,-2.8074951449068144
1.625,34.0,4.473684210526316,1.0833333333333333,795.0,3.486842105263158,35.38,-118.98,4.129554655870446,228.0,0.508,0.9543087843318361,-0.4463087843318361,-87.85605990784174
2.8942,39.0,4.333333333333333,1.0909090909090908,113.0,3.4242424242424243,34.19,-119.05,3.9722222222222223,33.0,2.75,2.126149702814942,0.6238502971850579,22.685465352183922
2.125,17.0,6.876785714285714,1.4607142857142856,1352.0,2.414285714285714,40.75,-122.79,4.707823960880195,560.0,0.717,0.6337001081587559,0.08329989184124409,11.617837076882022
1.2091,39.0,4.282913165266106,1.0028011204481793,1154.0,3.2324929971988796,33.95,-118.27,4.270949720670391,357.0,0.979,1.1578499847450345,-0.17884998474503455,-18.268639912669514
4.1098,21.0,4.89532293986637,1.0289532293986636,1100.0,2.4498886414253898,38.0,-122.6,4.757575757575758,449.0,2.466,2.4931434374300423,-0.027143437430042106,-1.1007071139514235
3.3785,44.0,4.395833333333333,1.109375,1605.0,4.1796875,34.09,-118.18,3.9624413145539905,384.0,1.849,1.897376862680126,-0.048376862680125976,-2.6163798096336386
1.8973,20.0,4.078544061302682,1.0076628352490422,1845.0,3.5344827586206895,36.97,-120.04,4.0475285171102655,522.0,0.516,0.686002100171379,-0.17000210017137896,-32.94614344406569
3.5,49.0,4.780793319415449,1.0062630480167014,1201.0,2.5073068893528183,39.44,-123.79,4.75103734439834,479.0,1.133,2.4110194462347323,-1.2780194462347323,-112.79959807897019
4.2011,9.0,6.04516129032258,1.038709677419355,1955.0,3.153225806451613,36.22,-119.33,5.819875776397515,620.0,1.081,1.4736817603598809,-0.3926817603598809,-36.325787267334036
1.6196,38.0,3.83011583011583,1.0772200772200773,732.0,2.8262548262548264,37.75,-122.17,3.5555555555555554,259.0,0.851,1.5551989470373329,-0.7041989470373329,-82.74958249557378
5.5843,31.0,5.203240058910162,1.0736377025036818,1647.0,2.425625920471281,33.85,-118.38,4.846364883401921,679.0,3.846,3.2783130729949193,0.5676869270050808,14.760450520152906
8.1132,45.0,6.87905604719764,1.0117994100294985,943.0,2.781710914454277,34.18,-118.23,6.798833819241983,339.0,4.466,3.910452801843519,0.5555471981564812,12.43948047820155
2.9107,43.0,5.600456621004566,1.1187214611872147,1093.0,2.4954337899543377,37.97,-121.32,5.006122448979592,438.00000000000006,0.888,1.6587211743349997,-0.7707211743349996,-86.79292503772518
2.0786,33.0,4.562589928057554,1.1971223021582733,1591.0,2.289208633093525,38.62,-121.42,3.8112980769230775,695.0,0.886,1.2256093213344883,-0.3396093213344883,-38.33062317545014
4.9489,45.0,6.102739726027397,1.0616438356164384,384.0,2.6301369863013697,37.75,-122.24,5.748387096774193,146.0,2.471,2.8594168052768794,-0.3884168052768793,-15.719012759080503
0.8952,9.0,4.0,1.1403508771929824,438.0,3.8421052631578947,33.94,-118.28,3.5076923076923077,114.0,0.813,0.6871977624672638,0.12580223753273612,15.47382995482609
2.9097,16.0,4.203463203463204,1.0432900432900434,1705.0,2.4603174603174605,37.96,-122.04,4.029045643153527,693.0,1.063,1.8388987644303185,-0.7758987644303186,-72.99141716183618
3.4896,28.0,5.213414634146342,1.0533536585365855,1502.0,2.2896341463414633,33.97,-117.31,4.949348769898697,656.0,1.403,1.8451754607532393,-0.4421754607532393,-31.51642628319596
3.0,31.0,4.584033613445378,1.0756302521008403,892.0,3.7478991596638656,34.31,-118.48,4.26171875,238.0,1.724,1.6900909488273541,0.033909051172645865,1.9668823185989484
1.8438,17.0,5.322784810126582,1.0506329113924051,887.0,2.8069620253164556,40.39,-122.29,5.066265060240964,316.0,0.764,0.17800194536164327,0.5859980546383567,76.70131605214094
5.7817,26.0,7.1002178649237475,0.9934640522875817,1354.0,2.9498910675381262,33.82,-117.83,7.146929824561403,459.0,2.676,2.5778839748779703,0.09811602512202988,3.66651812862593
3.5192,9.0,4.863716814159292,0.9221238938053097,1663.0,2.943362831858407,38.57,-121.31,5.274472168905951,565.0,1.133,1.1137482783618182,0.019251721638181785,1.6991810801572624
4.4531,25.0,4.5064935064935066,1.0649350649350648,148.0,1.922077922077922,37.39,-122.05,4.231707317073171,77.0,3.5,2.8185037713386407,0.6814962286613593,19.47132081889598
9.8937,29.0,7.966029723991507,0.9936305732484076,1320.0,2.8025477707006368,37.28,-122.03,8.017094017094017,471.00000000000006,5.00001,4.642564347174591,0.3574456528254082,7.148898758710646
3.8929,35.0,6.362745098039215,1.1568627450980393,632.0,3.0980392156862746,37.62,-122.03,5.499999999999999,204.0,2.095,2.221759488762963,-0.12675948876296284,-6.050572255988679
3.2857,37.0,5.12,1.1511111111111112,981.0,4.36,33.89,-118.08,4.447876447876448,224.99999999999997,1.536,1.7479005106655947,-0.21190051066559468,-13.795606163124653
5.6305,26.0,6.980676328502415,1.178743961352657,510.0,2.463768115942029,38.07,-122.68,5.922131147540984,207.0,4.3,3.0609523603097486,1.2390476396902512,28.81506138814538
4.4375,52.0,4.57286432160804,1.0552763819095476,1525.0,1.9158291457286432,37.79,-122.44,4.333333333333333,796.0,5.00001,3.2980588795700285,1.701951120429971,34.038954330690764
2.5762,29.0,4.048703849175177,1.0950510604870385,3741.0,2.93872741555381,37.78,-122.28,3.6972740315638455,1273.0,1.734,1.9765664066709974,-0.24256640667099738,-13.988835448154404
3.5393,15.0,5.460504201680672,1.030252100840336,1569.0,2.6369747899159663,37.35,-120.59,5.3001631321370315,595.0,0.88,1.5131311536738536,-0.6331311536738536,-71.94672200839246
2.7216,32.0,5.366594360086768,1.0824295010845988,1224.0,2.6550976138828633,33.12,-117.07,4.957915831663326,461.0,1.463,1.6733142471548916,-0.21031424715489155,-14.375546627128607
6.9014,21.0,8.379576107899807,1.0655105973025047,1680.0,3.2369942196531793,33.77,-117.79,7.864376130198915,519.0,4.39,2.884944462794607,1.5050555372053926,34.283725221079564
3.7887,52.0,4.926724137931035,1.110632183908046,1584.0,2.2758620689655173,37.78,-122.46,4.435963777490298,696.0,5.00001,2.883422689483794,2.1165873105162056,42.33166154700102
3.2188,34.0,4.623145400593472,1.1127596439169138,1179.0,3.4985163204747773,33.93,-118.08,4.154666666666667,337.0,1.651,1.8862429611726128,-0.23524296117261279,-14.248513699128576
2.3187,34.0,5.184729064039409,1.0935960591133005,780.0,1.9211822660098523,32.85,-117.27,4.7409909909909915,406.0,4.889,1.9193517083952614,2.969648291604739,60.74142547769971
3.5417,18.0,3.400383141762452,1.0057471264367817,950.0,1.8199233716475096,34.16,-118.26,3.380952380952381,522.0,1.771,2.376911863020453,-0.6059118630204532,-34.21297927839939
3.0481,21.0,4.214501510574018,1.0251762336354482,3122.0,3.1440080563947634,32.78,-117.18,4.111001964636542,993.0,2.1,1.8956287863830141,0.20437121361698596,9.731962553189808
2.8875,17.0,5.676537585421412,1.1252847380410023,1278.0,2.9111617312072893,32.82,-116.92,5.044534412955466,439.0,1.557,1.575472867135403,-0.01847286713540308,-1.1864397646373208
5.551,17.0,6.881305637982196,1.032640949554896,1125.0,3.3382789317507418,32.67,-117.01,6.663793103448277,337.0,2.669,2.494587431998866,0.17441256800113392,6.53475339082555
1.4005,43.0,2.5077639751552794,1.139751552795031,1460.0,2.267080745341615,34.1,-118.32,2.2002724795640325,644.0,1.938,1.824547997910578,0.11345200208942186,5.854076475202366
3.116,19.0,3.4034514925373136,1.0872201492537314,3870.0,1.805037313432836,34.02,-118.4,3.13041613041613,2144.0,3.0,2.868528147955935,0.13147185204406497,4.3823950681355
2.875,37.0,3.6601340897369776,1.036616812790098,2913.0,1.5023207839092316,34.1,-118.36,3.530845771144278,1939.0,3.0,2.947930603111921,0.05206939688807921,1.7356465629359736
3.3472,45.0,4.244725738396625,0.9704641350210971,1237.0,5.219409282700422,33.87,-117.93,4.373913043478261,237.0,1.68,1.5951832659759688,0.08481673402403112,5.0486151204780425
3.1628,35.0,3.8238532110091743,1.0073394495412844,1077.0,1.9761467889908257,37.61,-122.4,3.795992714025501,545.0,3.184,2.585409212271216,0.5985907877287842,18.79996192615528
4.0217,52.0,5.176724137931035,1.0905172413793103,878.0,1.8922413793103448,34.06,-118.37,4.74703557312253,464.0,5.00001,2.840653176053145,2.1593568239468546,43.187050104836885
5.2447,10.0,6.755936675461742,1.0065963060686016,2568.0,3.387862796833773,38.39,-121.36,6.711664482306684,758.0,1.481,1.6853269106803808,-0.20432691068038067,-13.796550349789378
3.3897,18.0,8.644951140065146,1.793702497285559,2009.0,2.181324647122693,33.84,-116.57,4.819612590799031,921.0,2.302,1.7140515344646374,0.5879484655353626,25.540767399451024
3.9375,17.0,5.203647416413374,0.9331306990881459,963.0,2.927051671732523,40.56,-122.45,5.576547231270358,329.0,1.487,0.9665630029332917,0.5204369970667084,34.99912555929445
2.4828,17.0,5.4466177669111655,1.0562347188264058,2677.0,2.1817440912795436,34.1,-116.43,5.156635802469136,1227.0,0.84,1.005222852361662,-0.165222852361662,-19.669387185912147
4.9783,15.0,7.083601286173633,1.0032154340836013,1051.0,3.379421221864952,37.99,-121.87,7.060897435897436,311.0,1.639,1.9446280092274293,-0.3056280092274293,-18.64722448001399
3.7969,14.0,5.105603448275862,1.3017241379310345,1546.0,3.331896551724138,33.91,-118.09,3.922185430463576,464.0,1.594,2.034391763696007,-0.4403917636960071,-27.62809057064034
1.63,12.0,3.3986013986013988,0.9405594405594405,1134.0,3.965034965034965,35.87,-119.27,3.6133828996282533,286.0,0.495,0.5750699358895517,-0.08006993588955169,-16.175744624151857
5.3238,8.0,7.831597738768224,1.211544183278786,9360.0,2.784885450758703,33.68,-117.27,6.464145383104126,3361.0,2.289,2.609885224484529,-0.32088522448452883,-14.018576866951893
4.712,20.0,6.265,1.015,1705.0,2.841666666666667,39.66,-121.77,6.172413793103448,600.0,1.586,1.4288070525635632,0.15719294743643686,9.911282940506737
2.5896,27.0,4.598930481283422,1.0521390374331552,2085.0,2.787433155080214,38.26,-122.02,4.371029224904701,748.0,1.047,1.5486264243021353,-0.5016264243021353,-47.910833266679596
3.2891,29.0,6.062962962962963,1.1,753.0,2.7888888888888888,40.77,-122.96,5.511784511784511,270.0,0.931,1.0178769645463106,-0.08687696454631055,-9.331575139238513
3.9265,18.0,4.31994459833795,1.1121883656509695,1395.0,1.9321329639889198,38.0,-122.55,3.8841843088418435,722.0,3.011,2.7006442351765685,0.31035576482343163,10.307398366769565
3.8839,35.0,6.931547619047619,1.1875,966.0,2.875,34.19,-118.58,5.837092731829574,336.0,2.249,2.245363995861254,0.003636004138745985,0.16167203818345863
1.4464,35.0,4.231810490693739,1.101522842639594,1182.0,2.0,34.07,-117.65,3.8417818740399383,591.0,1.132,1.3436221023648045,-0.2116221023648046,-18.694532011025146
3.4038,8.0,5.680952380952381,1.0666666666666667,2216.0,3.5174603174603174,34.39,-117.34,5.325892857142858,630.0,1.005,1.0166220609300254,-0.01162206093002549,-1.1564239731368648
2.5809,52.0,4.700280112044818,1.0812324929971988,1220.0,3.4173669467787113,37.75,-122.41,4.347150259067358,357.0,2.553,1.9982135755236285,0.5547864244763714,21.73076476601533
8.5677,28.0,6.970731707317073,1.0195121951219512,1498.0,2.435772357723577,34.13,-118.37,6.837320574162679,615.0,5.00001,4.138477723167767,0.8615322768322322,17.230611075422495
5.0621,25.0,7.461016949152542,1.1966101694915254,622.0,2.1084745762711865,36.59,-121.93,6.235127478753541,295.0,3.865,3.17277272754135,0.6922272724586502,17.910149352099616
3.6207,27.0,3.9307201458523244,1.1066545123062899,1634.0,1.4895168641750227,34.09,-118.39,3.5518945634266887,1097.0,3.625,2.883015653467858,0.7419843465321421,20.468533697438403
5.3272,3.0,6.982358402971216,1.0612813370473537,2878.0,2.6722376973073354,36.91,-119.77,6.57917760279965,1077.0,1.742,1.9142971956164772,-0.17229719561647716,-9.89076897913187
2.2417,30.0,3.420135527589545,1.027105517909003,2678.0,2.5924491771539206,33.85,-118.19,3.3298774740810555,1033.0,1.519,1.9221723538664222,-0.40317235386642225,-26.541958779882968
1.875,15.0,4.294117647058823,1.1490196078431372,1570.0,3.0784313725490198,36.61,-121.84,3.7372013651877136,510.0,1.223,1.704476357972574,-0.4814763579725738,-39.368467536596384
3.0989,21.0,4.0133414190418435,1.0751970891449363,4396.0,2.6658580958156457,33.87,-118.14,3.732656514382403,1649.0,1.714,2.192134425550293,-0.47813442555029306,-27.895824127788394
5.6383,27.0,6.45841784989858,1.054766734279919,1121.0,2.2738336713995944,36.5,-121.73,6.123076923076923,493.0,3.77,3.3753342890835327,0.3946657109164673,10.468586496458018
2.9301,33.0,5.472154963680388,1.0653753026634383,966.0,2.3389830508474576,36.79,-119.78,5.136363636363637,413.0,0.683,1.4146902780559714,-0.7316902780559713,-107.12888404919052
4.2083,9.0,5.026352288488211,1.1262135922330097,1856.0,2.574202496532594,37.27,-121.84,4.463054187192119,721.0,1.984,2.4668751108638247,-0.48287511086382473,-24.338463249184713
2.76,26.0,5.520871143375681,1.08529945553539,1720.0,3.1215970961887476,34.01,-117.45,5.086956521739131,551.0,0.952,1.2800220682497354,-0.32802206824973545,-34.45609960606465
3.2847,35.0,6.218867924528302,1.0754716981132075,792.0,2.9886792452830186,36.09,-119.56,5.782456140350877,265.0,0.647,1.5341262308251373,-0.8871262308251373,-137.11379147220052
3.5282,31.0,5.26056338028169,1.017605633802817,959.0,3.3767605633802815,32.83,-115.57,5.16955017301038,284.0,0.675,1.2778702257070478,-0.6028702257070477,-89.31410751215522
2.5,32.0,4.4869281045751634,1.0196078431372548,872.0,2.849673202614379,40.8,-124.14,4.4006410256410255,306.0,0.726,1.3018613977940277,-0.5758613977940277,-79.31975176226277
6.0743,3.0,6.5772357723577235,1.08130081300813,710.0,2.886178861788618,33.55,-117.69,6.082706766917293,246.0,2.743,2.678589536261022,0.06441046373897796,2.348175856324388
1.4514,38.0,5.78,1.205,877.0,4.385,33.97,-117.37,4.796680497925311,200.0,0.799,0.5892475211530837,0.2097524788469164,26.2518746992386
4.1023,29.0,5.37414030261348,1.0632737276478679,2037.0,2.8019257221458047,34.23,-118.58,5.054333764553687,727.0,2.302,2.3924856851255925,-0.09048568512559241,-3.9307421861682195
10.0346,28.0,8.134038800705467,1.072310405643739,1686.0,2.9735449735449735,37.36,-122.07,7.5855263157894735,567.0,5.00001,4.7381277495937795,0.26188225040622015,5.2376345328553375
2.8837,38.0,4.240641711229946,1.032085561497326,601.0,3.213903743315508,33.83,-118.21,4.108808290155441,187.0,1.761,1.9309795113112784,-0.16997951131127853,-9.652442436756306
2.2216,19.0,4.975186104218363,1.0049627791563276,972.0,2.411910669975186,37.93,-121.7,4.950617283950617,403.0,1.567,1.263540815355519,0.30345918464448096,19.365614846488892
2.6226,40.0,4.071216617210682,1.0504451038575668,2747.0,4.07566765578635,34.09,-118.18,3.875706214689265,674.0,1.488,1.520105925467334,-0.03210592546733393,-2.15765628140685
2.9083,15.0,4.522388059701493,1.0963364993215738,1371.0,1.8602442333785618,33.05,-117.27,4.125000000000001,737.0,1.224,2.0832463848364,-0.8592463848364,-70.19986804218955
4.375,47.0,5.761467889908257,0.9954128440366973,570.0,2.614678899082569,37.77,-122.16,5.788018433179723,218.0,1.619,2.576503884569945,-0.9575038845699451,-59.14168527300464
2.2328,34.0,3.226973684210526,1.0296052631578947,508.0,1.6710526315789473,32.75,-117.28,3.1341853035143767,304.0,2.667,2.159296131467869,0.5077038685321309,19.03651550551672
2.2442,42.0,4.795258620689655,1.0452586206896552,1544.0,3.3275862068965516,34.14,-117.91,4.587628865979381,464.0,1.667,1.3622796864545563,0.3047203135454437,18.279562900146594
4.0174,28.0,5.028056112224449,1.0681362725450902,2846.0,2.8517034068136273,37.28,-121.96,4.7073170731707314,998.0,2.739,2.541481857083781,0.19751814291621894,7.211323217094521
